"Folder Type","Folder Description","Subdescription","Trade Name","Address","Issue Date","Expiry Date","Status","Neighbourhood Number","Neighbourhood Name","Electoral Ward","Community Characterization Area","Location"
"LP","License - Personal Sales","Used Goods Dealer","Elvis s Pawnshop","866 Main ST","2024 Jul 04 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13371616991365 49.90940861618343)"
"LP","License - Personal Sales","Used Goods Dealer","Elvis s Pawnshop","866 Main ST","2023 Jul 06 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13371616991365 49.90940861618343)"
"LP","License - Personal Sales","Used Goods Dealer","Broadway Pawn","612 Broadway","2024 May 28 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown","POINT (-97.15511256998536 49.88540004933641)"
"LP","License - Personal Sales","Used Goods Dealer","Broadway Pawn","612 Broadway","2023 May 24 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown","POINT (-97.15511256998536 49.88540004933641)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","25 Forks Market RD","2024 Jan 25 12:00:00 AM","2024 Dec 05 12:00:00 AM","Closed (L)","1.164","THE FORKS","Fort Rouge - East Fort Garry","Downtown","POINT (-97.12995018650021 49.887240029452144)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","1580 Kenaston BLVD","2023 Nov 24 12:00:00 AM","2024 Dec 28 12:00:00 AM","Closed (L)","2.668","TUXEDO INDUSTRIAL","Charleswood - Tuxedo - Westwood","Assiniboine South","POINT (-97.20764082687214 49.824316834914725)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","1580 Kenaston BLVD","2024 Nov 18 12:00:00 AM","2025 Dec 28 12:00:00 AM","Issued","2.668","TUXEDO INDUSTRIAL","Charleswood - Tuxedo - Westwood","Assiniboine South","POINT (-97.20764082687214 49.824316834914725)"
"LP","License - Personal Sales","Used Goods Dealer","Orloff Scrap Metals","95 Higgins AVE","2024 May 13 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.123","SOUTH POINT DOUGLAS","Point Douglas","Point Douglas","POINT (-97.12414959929545 49.903555623307426)"
"LP","License - Personal Sales","Used Goods Dealer","Orloff Scrap Metals","95 Higgins AVE","2023 May 18 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.123","SOUTH POINT DOUGLAS","Point Douglas","Point Douglas","POINT (-97.12414959929545 49.903555623307426)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","314 Dawson RD N","2023 Jun 22 12:00:00 AM","2024 Jul 02 12:00:00 AM","Closed (L)","5.549","MISSION INDUSTRIAL","St Boniface","St Boniface","POINT (-97.09024737911358 49.88534343964286)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","314 Dawson RD N","2024 Jun 25 12:00:00 AM","2025 Jul 02 12:00:00 AM","Issued","5.549","MISSION INDUSTRIAL","St Boniface","St Boniface","POINT (-97.09024737911358 49.88534343964286)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","262 McPhillips ST","2024 Feb 14 12:00:00 AM","2024 Aug 14 12:00:00 AM","Closed (L)","3.114","WESTON","Point Douglas","Inkster","POINT (-97.1709900717779 49.9127972217523)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","262 McPhillips ST","2024 Aug 12 12:00:00 AM","2025 Aug 14 12:00:00 AM","Issued","3.114","WESTON","Point Douglas","Inkster","POINT (-97.1709900717779 49.9127972217523)"
"LP","License - Personal Sales","Used Goods Dealer","A Money Traders","1051 McPhillips ST","2024 May 08 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.312","ROBERTSON","Mynarski","Point Douglas","POINT (-97.16422859036786 49.93371929801978)"
"LP","License - Personal Sales","Used Goods Dealer","A Money Traders","1051 McPhillips ST","2023 May 11 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.312","ROBERTSON","Mynarski","Point Douglas","POINT (-97.16422859036786 49.93371929801978)"
"LP","License - Personal Sales","Used Goods Dealer","Denos Pawn","101 Sherbrook ST","2024 May 30 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown","POINT (-97.15921318871187 49.881965834090764)"
"LP","License - Personal Sales","Used Goods Dealer","Denos Pawn","101 Sherbrook ST","2023 May 25 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown","POINT (-97.15921318871187 49.881965834090764)"
"LP","License - Personal Sales","Used Goods Dealer","Accord Musical Instrument Repair","1373 Pembina HWY","2024 May 13 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","1.605","MAYBANK","River Heights - Fort Garry","Fort Garry","POINT (-97.15229280524747 49.83903061112174)"
"LP","License - Personal Sales","Used Goods Dealer","Accord Musical Instrument Repair","1373 Pembina HWY","2023 May 11 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","1.605","MAYBANK","River Heights - Fort Garry","Fort Garry","POINT (-97.15229280524747 49.83903061112174)"
"LP","License - Personal Sales","Used Goods Dealer","Rakowski Recycling","454 Archibald ST","2023 Jun 27 12:00:00 AM","2024 Jul 02 12:00:00 AM","Closed (L)","5.549","MISSION INDUSTRIAL","St Boniface","St Boniface","POINT (-97.1012477941103 49.886729664793016)"
"LP","License - Personal Sales","Used Goods Dealer","Rakowski Recycling","454 Archibald ST","2024 Sep 03 12:00:00 AM","2025 Jul 02 12:00:00 AM","Issued","5.549","MISSION INDUSTRIAL","St Boniface","St Boniface","POINT (-97.1012477941103 49.886729664793016)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","550 Messier ST","2024 May 09 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","5.549","MISSION INDUSTRIAL","St Boniface","St Boniface","POINT (-97.1004965127831 49.88878387103989)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","550 Messier ST","2023 May 11 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","5.549","MISSION INDUSTRIAL","St Boniface","St Boniface","POINT (-97.1004965127831 49.88878387103989)"
"LP","License - Personal Sales","Used Goods Dealer","Regent Pawn","105 Regent AVE W","2024 May 28 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","4.404","VICTORIA WEST","Transcona","Transcona","POINT (-97.00311599422277 49.89533067599284)"
"LP","License - Personal Sales","Used Goods Dealer","Regent Pawn","105 Regent AVE W","2023 Jun 14 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","4.404","VICTORIA WEST","Transcona","Transcona","POINT (-97.00311599422277 49.89533067599284)"
"LP","License - Personal Sales","Used Goods Dealer","City Pawn","305 McPhillips ST","2023 May 25 12:00:00 AM","2024 May 31 12:00:00 AM","Cancelled","3.101","LOGAN-C.P.R.","Point Douglas","Downtown","POINT (-97.16908310818164 49.91422807484034)"
"LP","License - Personal Sales","Used Goods Dealer","Logan Iron & Metal","1021 Logan AVE","2024 May 27 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.101","LOGAN-C.P.R.","Point Douglas","Downtown","POINT (-97.16720504945621 49.91280323260053)"
"LP","License - Personal Sales","Used Goods Dealer","Logan Iron & Metal","1021 Logan AVE","2023 May 24 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.101","LOGAN-C.P.R.","Point Douglas","Downtown","POINT (-97.16720504945621 49.91280323260053)"
"LP","License - Personal Sales","Used Goods Dealer","AMC Pawn and Sales Co. Ltd.","577 Sargent AVE","2024 Apr 08 12:00:00 AM","2025 Mar 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown","POINT (-97.15790095670046 49.896713018952155)"
"LP","License - Personal Sales","Used Goods Dealer","AMC Pawn and Sales Co. Ltd.","577 Sargent AVE","2023 Mar 27 12:00:00 AM","2024 Mar 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown","POINT (-97.15790095670046 49.896713018952155)"
"LP","License - Personal Sales","Used Goods Dealer","P + R Pawntraders","664 Sargent AVE","2024 May 08 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown","POINT (-97.16188923080566 49.8964715057251)"
"LP","License - Personal Sales","Used Goods Dealer","P + R Pawntraders","664 Sargent AVE","2023 May 11 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown","POINT (-97.16188923080566 49.8964715057251)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","867 Wall ST","2024 Jan 24 12:00:00 AM","2025 Jan 24 12:00:00 AM","Closed (L)","1.115","MINTO","Daniel McIntyre","West End","POINT (-97.18207513141024 49.89151221021204)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","867 Wall ST","2023 Mar 20 12:00:00 AM","2023 Jan 24 12:00:00 AM","Closed (L)","1.115","MINTO","Daniel McIntyre","West End","POINT (-97.18207513141024 49.89151221021204)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","867 Wall ST","2023 Apr 20 12:00:00 AM","2024 Jan 24 12:00:00 AM","Closed (L)","1.115","MINTO","Daniel McIntyre","West End","POINT (-97.18207513141024 49.89151221021204)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","867 Wall ST","2025 Jan 17 12:00:00 AM","2026 Jan 24 12:00:00 AM","Issued","1.115","MINTO","Daniel McIntyre","West End","POINT (-97.18207513141024 49.89151221021204)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","661 Wall ST","2024 Jun 12 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","1.115","MINTO","Daniel McIntyre","West End","POINT (-97.18240798705112 49.886701127438855)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","661 Wall ST","2023 May 09 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","1.115","MINTO","Daniel McIntyre","West End","POINT (-97.18240798705112 49.886701127438855)"
"LP","License - Personal Sales","Used Goods Dealer","P + R Pawntraders","960 Main ST","2023 Jun 26 12:00:00 AM","2024 Jun 30 12:00:00 AM","Closed (L)","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13309863609423 49.91164820842825)"
"LP","License - Personal Sales","Used Goods Dealer","P + R Pawntraders","960 Main ST","2024 Jul 03 12:00:00 AM","2025 Jun 30 12:00:00 AM","Issued","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13309863609423 49.91164820842825)"
"LP","License - Personal Sales","Used Goods Dealer","Atlas Pawn","836 Main ST","2024 May 08 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13391608415438 49.908486892060616)"
"LP","License - Personal Sales","Used Goods Dealer","Atlas Pawn","836 Main ST","2023 May 12 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13391608415438 49.908486892060616)"
"LP","License - Personal Sales","Used Goods Dealer","Chochys New + Used Furniture","409 Selkirk AVE","2024 Jul 22 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas","POINT (-97.14107274752402 49.91461336403759)"
"LP","License - Personal Sales","Used Goods Dealer","Chochys New + Used Furniture","409 Selkirk AVE","2023 Jun 23 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas","POINT (-97.14107274752402 49.91461336403759)"
"LP","License - Personal Sales","Used Goods Dealer","Western Scrap Metals","18 Sutherland AVE","2024 May 31 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas","POINT (-97.11946040411812 49.90392683195094)"
"LP","License - Personal Sales","Used Goods Dealer","Western Scrap Metals","18 Sutherland AVE","2023 May 25 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas","POINT (-97.11946040411812 49.90392683195094)"
"LP","License - Personal Sales","Used Goods Dealer","Orloff Scrap Metals","410 King ST","2024 May 13 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13620050142814 49.907290451663684)"
"LP","License - Personal Sales","Used Goods Dealer","Orloff Scrap Metals","410 King ST","2023 May 18 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13620050142814 49.907290451663684)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","72 Rothwell RD","2023 Feb 09 12:00:00 AM","2023 Jul 02 12:00:00 AM","Closed (L)","2.668","TUXEDO INDUSTRIAL","Charleswood - Tuxedo - Westwood","Assiniboine South","POINT (-97.20494733041646 49.83292245517154)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","72 Rothwell RD","2023 Jun 13 12:00:00 AM","2024 Jul 02 12:00:00 AM","Closed (L)","2.668","TUXEDO INDUSTRIAL","Charleswood - Tuxedo - Westwood","Assiniboine South","POINT (-97.20494733041646 49.83292245517154)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","72 Rothwell RD","2024 Jun 21 12:00:00 AM","2025 Jul 02 12:00:00 AM","Issued","2.668","TUXEDO INDUSTRIAL","Charleswood - Tuxedo - Westwood","Assiniboine South","POINT (-97.20494733041646 49.83292245517154)"
"LP","License - Personal Sales","Used Goods Dealer","Elvis s Pawnshop","866 Main ST","2024 Jul 04 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13371616991365 49.90940861618343)"
"LP","License - Personal Sales","Used Goods Dealer","Elvis s Pawnshop","866 Main ST","2023 Jul 06 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13371616991365 49.90940861618343)"
"LP","License - Personal Sales","Used Goods Dealer","Broadway Pawn","612 Broadway","2024 May 28 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown","POINT (-97.15511256998536 49.88540004933641)"
"LP","License - Personal Sales","Used Goods Dealer","Broadway Pawn","612 Broadway","2023 May 24 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown","POINT (-97.15511256998536 49.88540004933641)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","25 Forks Market RD","2024 Jan 25 12:00:00 AM","2024 Dec 05 12:00:00 AM","Closed (L)","1.164","THE FORKS","Fort Rouge - East Fort Garry","Downtown","POINT (-97.12995018650021 49.887240029452144)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","25 Forks Market RD","2025 Feb 07 12:00:00 AM","2025 Dec 05 12:00:00 AM","Issued","1.164","THE FORKS","Fort Rouge - East Fort Garry","Downtown","POINT (-97.12995018650021 49.887240029452144)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","1580 Kenaston BLVD","2023 Nov 24 12:00:00 AM","2024 Dec 28 12:00:00 AM","Closed (L)","2.668","TUXEDO INDUSTRIAL","Charleswood - Tuxedo - Westwood","Assiniboine South","POINT (-97.20764082687214 49.824316834914725)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","1580 Kenaston BLVD","2024 Nov 18 12:00:00 AM","2025 Dec 28 12:00:00 AM","Issued","2.668","TUXEDO INDUSTRIAL","Charleswood - Tuxedo - Westwood","Assiniboine South","POINT (-97.20764082687214 49.824316834914725)"
"LP","License - Personal Sales","Used Goods Dealer","Orloff Scrap Metals","95 Higgins AVE","2024 May 13 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.123","SOUTH POINT DOUGLAS","Point Douglas","Point Douglas","POINT (-97.12414959929545 49.903555623307426)"
"LP","License - Personal Sales","Used Goods Dealer","Orloff Scrap Metals","95 Higgins AVE","2023 May 18 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.123","SOUTH POINT DOUGLAS","Point Douglas","Point Douglas","POINT (-97.12414959929545 49.903555623307426)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","314 Dawson RD N","2023 Jun 22 12:00:00 AM","2024 Jul 02 12:00:00 AM","Closed (L)","5.549","MISSION INDUSTRIAL","St Boniface","St Boniface","POINT (-97.09024737911358 49.88534343964286)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","314 Dawson RD N","2024 Jun 25 12:00:00 AM","2025 Jul 02 12:00:00 AM","Issued","5.549","MISSION INDUSTRIAL","St Boniface","St Boniface","POINT (-97.09024737911358 49.88534343964286)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","262 McPhillips ST","2024 Feb 14 12:00:00 AM","2024 Aug 14 12:00:00 AM","Closed (L)","3.114","WESTON","Point Douglas","Inkster","POINT (-97.1709900717779 49.9127972217523)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","262 McPhillips ST","2024 Aug 12 12:00:00 AM","2025 Aug 14 12:00:00 AM","Issued","3.114","WESTON","Point Douglas","Inkster","POINT (-97.1709900717779 49.9127972217523)"
"LP","License - Personal Sales","Used Goods Dealer","A Money Traders","1051 McPhillips ST","2024 May 08 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.312","ROBERTSON","Mynarski","Point Douglas","POINT (-97.16422859036786 49.93371929801978)"
"LP","License - Personal Sales","Used Goods Dealer","A Money Traders","1051 McPhillips ST","2023 May 11 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.312","ROBERTSON","Mynarski","Point Douglas","POINT (-97.16422859036786 49.93371929801978)"
"LP","License - Personal Sales","Used Goods Dealer","Denos Pawn","101 Sherbrook ST","2024 May 30 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown","POINT (-97.15921318871187 49.881965834090764)"
"LP","License - Personal Sales","Used Goods Dealer","Denos Pawn","101 Sherbrook ST","2023 May 25 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown","POINT (-97.15921318871187 49.881965834090764)"
"LP","License - Personal Sales","Used Goods Dealer","Accord Musical Instrument Repair","1373 Pembina HWY","2024 May 13 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","1.605","MAYBANK","River Heights - Fort Garry","Fort Garry","POINT (-97.15229280524747 49.83903061112174)"
"LP","License - Personal Sales","Used Goods Dealer","Accord Musical Instrument Repair","1373 Pembina HWY","2023 May 11 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","1.605","MAYBANK","River Heights - Fort Garry","Fort Garry","POINT (-97.15229280524747 49.83903061112174)"
"LP","License - Personal Sales","Used Goods Dealer","Rakowski Recycling","454 Archibald ST","2023 Jun 27 12:00:00 AM","2024 Jul 02 12:00:00 AM","Closed (L)","5.549","MISSION INDUSTRIAL","St Boniface","St Boniface","POINT (-97.1012477941103 49.886729664793016)"
"LP","License - Personal Sales","Used Goods Dealer","Rakowski Recycling","454 Archibald ST","2024 Sep 03 12:00:00 AM","2025 Jul 02 12:00:00 AM","Issued","5.549","MISSION INDUSTRIAL","St Boniface","St Boniface","POINT (-97.1012477941103 49.886729664793016)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","550 Messier ST","2024 May 09 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","5.549","MISSION INDUSTRIAL","St Boniface","St Boniface","POINT (-97.1004965127831 49.88878387103989)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","550 Messier ST","2023 May 11 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","5.549","MISSION INDUSTRIAL","St Boniface","St Boniface","POINT (-97.1004965127831 49.88878387103989)"
"LP","License - Personal Sales","Used Goods Dealer","Regent Pawn","105 Regent AVE W","2024 May 28 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","4.404","VICTORIA WEST","Transcona","Transcona","POINT (-97.00311599422277 49.89533067599284)"
"LP","License - Personal Sales","Used Goods Dealer","Regent Pawn","105 Regent AVE W","2023 Jun 14 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","4.404","VICTORIA WEST","Transcona","Transcona","POINT (-97.00311599422277 49.89533067599284)"
"LP","License - Personal Sales","Used Goods Dealer","City Pawn","305 McPhillips ST","2023 May 25 12:00:00 AM","2024 May 31 12:00:00 AM","Cancelled","3.101","LOGAN-C.P.R.","Point Douglas","Downtown","POINT (-97.16908310818164 49.91422807484034)"
"LP","License - Personal Sales","Used Goods Dealer","Logan Iron & Metal","1021 Logan AVE","2024 May 27 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.101","LOGAN-C.P.R.","Point Douglas","Downtown","POINT (-97.16720504945621 49.91280323260053)"
"LP","License - Personal Sales","Used Goods Dealer","Logan Iron & Metal","1021 Logan AVE","2023 May 24 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.101","LOGAN-C.P.R.","Point Douglas","Downtown","POINT (-97.16720504945621 49.91280323260053)"
"LP","License - Personal Sales","Used Goods Dealer","AMC Pawn and Sales Co. Ltd.","577 Sargent AVE","2024 Apr 08 12:00:00 AM","2025 Mar 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown","POINT (-97.15790095670046 49.896713018952155)"
"LP","License - Personal Sales","Used Goods Dealer","AMC Pawn and Sales Co. Ltd.","577 Sargent AVE","2023 Mar 27 12:00:00 AM","2024 Mar 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown","POINT (-97.15790095670046 49.896713018952155)"
"LP","License - Personal Sales","Used Goods Dealer","P + R Pawntraders","664 Sargent AVE","2024 May 08 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown","POINT (-97.16188923080566 49.8964715057251)"
"LP","License - Personal Sales","Used Goods Dealer","P + R Pawntraders","664 Sargent AVE","2023 May 11 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown","POINT (-97.16188923080566 49.8964715057251)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","867 Wall ST","2024 Jan 24 12:00:00 AM","2025 Jan 24 12:00:00 AM","Closed (L)","1.115","MINTO","Daniel McIntyre","West End","POINT (-97.18207513141024 49.89151221021204)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","867 Wall ST","2023 Mar 20 12:00:00 AM","2023 Jan 24 12:00:00 AM","Closed (L)","1.115","MINTO","Daniel McIntyre","West End","POINT (-97.18207513141024 49.89151221021204)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","867 Wall ST","2023 Apr 20 12:00:00 AM","2024 Jan 24 12:00:00 AM","Closed (L)","1.115","MINTO","Daniel McIntyre","West End","POINT (-97.18207513141024 49.89151221021204)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","867 Wall ST","2025 Jan 17 12:00:00 AM","2026 Jan 24 12:00:00 AM","Issued","1.115","MINTO","Daniel McIntyre","West End","POINT (-97.18207513141024 49.89151221021204)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","661 Wall ST","2024 Jun 12 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","1.115","MINTO","Daniel McIntyre","West End","POINT (-97.18240798705112 49.886701127438855)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","661 Wall ST","2023 May 09 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","1.115","MINTO","Daniel McIntyre","West End","POINT (-97.18240798705112 49.886701127438855)"
"LP","License - Personal Sales","Used Goods Dealer","P + R Pawntraders","960 Main ST","2023 Jun 26 12:00:00 AM","2024 Jun 30 12:00:00 AM","Closed (L)","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13309863609423 49.91164820842825)"
"LP","License - Personal Sales","Used Goods Dealer","P + R Pawntraders","960 Main ST","2024 Jul 03 12:00:00 AM","2025 Jun 30 12:00:00 AM","Issued","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13309863609423 49.91164820842825)"
"LP","License - Personal Sales","Used Goods Dealer","Atlas Pawn","836 Main ST","2024 May 08 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13391608415438 49.908486892060616)"
"LP","License - Personal Sales","Used Goods Dealer","Atlas Pawn","836 Main ST","2023 May 12 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13391608415438 49.908486892060616)"
"LP","License - Personal Sales","Used Goods Dealer","Chochys New + Used Furniture","409 Selkirk AVE","2024 Jul 22 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas","POINT (-97.14107274752402 49.91461336403759)"
"LP","License - Personal Sales","Used Goods Dealer","Chochys New + Used Furniture","409 Selkirk AVE","2023 Jun 23 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas","POINT (-97.14107274752402 49.91461336403759)"
"LP","License - Personal Sales","Used Goods Dealer","Western Scrap Metals","18 Sutherland AVE","2024 May 31 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas","POINT (-97.11946040411812 49.90392683195094)"
"LP","License - Personal Sales","Used Goods Dealer","Western Scrap Metals","18 Sutherland AVE","2023 May 25 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas","POINT (-97.11946040411812 49.90392683195094)"
"LP","License - Personal Sales","Used Goods Dealer","Orloff Scrap Metals","410 King ST","2024 May 13 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13620050142814 49.907290451663684)"
"LP","License - Personal Sales","Used Goods Dealer","Orloff Scrap Metals","410 King ST","2023 May 18 12:00:00 AM","2024 May 31 12:00:00 AM","Closed (L)","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13620050142814 49.907290451663684)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","72 Rothwell RD","2023 Feb 09 12:00:00 AM","2023 Jul 02 12:00:00 AM","Closed (L)","2.668","TUXEDO INDUSTRIAL","Charleswood - Tuxedo - Westwood","Assiniboine South","POINT (-97.20494733041646 49.83292245517154)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","72 Rothwell RD","2023 Jun 13 12:00:00 AM","2024 Jul 02 12:00:00 AM","Closed (L)","2.668","TUXEDO INDUSTRIAL","Charleswood - Tuxedo - Westwood","Assiniboine South","POINT (-97.20494733041646 49.83292245517154)"
"LP","License - Personal Sales","Used Goods Dealer","(none)","72 Rothwell RD","2024 Jun 21 12:00:00 AM","2025 Jul 02 12:00:00 AM","Issued","2.668","TUXEDO INDUSTRIAL","Charleswood - Tuxedo - Westwood","Assiniboine South","POINT (-97.20494733041646 49.83292245517154)"
"LP","License - Personal Sales","Used Goods Dealer","Elvis s Pawnshop","866 Main ST","2024 Jul 04 12:00:00 AM","2025 May 31 12:00:00 AM","Issued","3.339","LORD SELKIRK PARK","Mynarski","Point Douglas","POINT (-97.13371616991365 49.90940861618343)"
